message,label,category
"Den only weekdays got special price... Haiz... Cant eat liao... Cut nails oso muz wait until i finish drivin wat, lunch still muz eat wat...",low,Legitimate Message
She just broke down a list of reasons why nobody's in town and I can't tell if she's being sarcastic or just faggy,low,Legitimate Message
&lt;DECIMAL&gt; m but its not a common car here so its better to buy from china or asia. Or if i find it less expensive. I.ll holla,low,Legitimate Message
The greatest test of courage on earth is to bear defeat without losing heart....gn tc,low,Legitimate Message
SORRY IM STIL FUCKED AFTER LAST NITE WENT TOBED AT 430 GOT UP 4 WORK AT 630,low,Legitimate Message
Hey so whats the plan this sat?,low,Legitimate Message
Beauty sleep can help ur pimples too.,low,Legitimate Message
Great. Hope you are using your connections from mode men also cos you can never know why old friends can lead you to today,low,Legitimate Message
Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468,high,Suspicious Message
Where to get those?,low,Legitimate Message
"Kind of. Just missed train cos of asthma attack, nxt one in half hr so driving in. not sure where to park.",low,Legitimate Message
Ball is moving a lot.will spin in last :)so very difficult to bat:),low,Legitimate Message
Haiyoh... Maybe your hamster was jealous of million,low,Legitimate Message
Can you please send me my aunty's number,low,Legitimate Message
I'm glad. You are following your dreams.,low,Legitimate Message
I've reached home finally...,low,Legitimate Message
"URGENT. Important information for 02 user. Today is your lucky day! 2 find out why , log onto http://www.urawinner.com there is a fantastic surprise awaiting you !",high,Spam / Promotional
"Wn u r hurt by d prsn who s close 2 u, do fight wit dem. Coz somtimes dis fight saves a relation bt being quiet leaves nothin in a relation.. Gud eveB-)",low,Legitimate Message
U can call now...,low,Legitimate Message
"Science tells that chocolate will melt under the sunlight. Please don't walk under the sunlight. BCoz,I don't want to loss a sweet friend.",low,Legitimate Message
Yes. I come to nyc for audiitions and am trying to relocate.,low,Legitimate Message
I pocked you up there before,low,Legitimate Message
Congrats. That's great. I wanted to tell you not to tell me your score cos it might make me relax. But its motivating me so thanks for sharing,low,Legitimate Message
I wud never mind if u dont miss me or if u dont need me.. But u wil really hurt me wen u need me &amp; u dont tell me......... Take care:-),low,Legitimate Message
Hey mr whats the name of that bill brison book the one about language and words,low,Legitimate Message
"Okay, good, no problem, and thanx!",low,Legitimate Message
"For you information, IKEA is spelled with all caps. That is not yelling. when you thought i had left you, you were sitting on the bed among the mess when i came in. i said we were going after you got home from class. please don't try and bullshit me. It makes me want to listen to you less.",low,Legitimate Message
Call me when u're done...,low,Legitimate Message
G.W.R,low,Legitimate Message
You best watch what you say cause I get drunk as a motherfucker,low,Legitimate Message
Kit Strip - you have been billed 150p. Netcollex Ltd. PO Box 1013 IG11 OJA,medium,Suspicious Message
Please CALL 08712402578 immediately as there is an urgent message waiting for you,medium,Urgent Action Scam
thesmszone.com lets you send free anonymous and masked messages..im sending this message from there..do you see the potential for abuse???,medium,Spam / Promotional
"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",low,Legitimate Message
Are there TA jobs available? Let me know please cos i really need to start working,low,Legitimate Message
Aiyar hard 2 type. U later free then tell me then i call n scold n tell u.,low,Legitimate Message
Yup i'm free...,low,Legitimate Message
"Good good, billy mates all gone. Just been jogging, again! Did enjoy concert?",low,Legitimate Message
Yo come over carlos will be here soon,low,Legitimate Message
Awww dat is sweet! We can think of something to do he he! Have a nice time tonight ill probably txt u later cos im lonely :( xxx.,low,Legitimate Message
I guess it is useless calling u 4 something important.,low,Legitimate Message
Ha ha - had popped down to the loo when you hello-ed me. Hello!,low,Legitimate Message
He dint tell anything. He is angry on me that why you told to abi.,low,Legitimate Message
It so happens that there r 2waxsto do wat you want. She can come and ill get her medical insurance. And she'll be able to deliver and have basic care. I'm currently shopping for the right medical insurance for her. So just give me til friday morning. Thats when i.ll see the major person that can guide me to the right insurance.,low,Legitimate Message
I keep ten rs in my shelf:) buy two egg.,low,Legitimate Message
"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",low,Legitimate Message
Is ur changes 2 da report big? Cos i've already made changes 2 da previous report.,low,Legitimate Message
Captain is in our room:),low,Legitimate Message
"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",low,Legitimate Message
HIYA STU WOT U UP 2.IM IN SO MUCH TRUBLE AT HOME AT MOMENT EVONE HATES ME EVEN U! WOT THE HELL AV I DONE NOW? Y WONT U JUST TELL ME TEXT BCK PLEASE LUV DAN,low,Legitimate Message
S...i will take mokka players only:),low,Legitimate Message
Are you still playing with gautham?,low,Legitimate Message
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish,low,Legitimate Message
"K, jason says he's gonna be around so I'll be up there around  &lt;#&gt;",low,Legitimate Message
Sorry . I will be able to get to you. See you in the morning.,low,Legitimate Message
Aight well keep me informed,low,Legitimate Message
Am only searching for good dual sim mobile pa.,low,Legitimate Message
That seems unnecessarily hostile,low,Legitimate Message
Dude got a haircut. Now its breezy up there,low,Legitimate Message
"Congrats! 2 mobile 3G Videophones R yours. call 09061744553 now! videochat wid ur mates, play java games, Dload polyH music, noline rentl. bx420. ip4. 5we. 150pm",medium,Suspicious Message
1Apple/Day=No Doctor. 1Tulsi Leaf/Day=No Cancer. 1Lemon/Day=No Fat. 1Cup Milk/day=No Bone Problms 3 Litres Watr/Day=No Diseases Snd ths 2 Whom U Care..:-),low,Legitimate Message
i thought we were doing a king of the hill thing there.,low,Legitimate Message
Nope i'll come online now..,low,Legitimate Message
ALSO TELL HIM I SAID HAPPY BIRTHDAY,low,Legitimate Message
Y bishan lei... I tot ü say lavender?,low,Legitimate Message
Boo what time u get out? U were supposed to take me shopping today. :(,low,Legitimate Message
"Now u sound like manky scouse boy steve,like! I is travelling on da bus home.wot has u inmind 4 recreation dis eve?",low,Legitimate Message
"Fyi I'm taking a quick shower, be at epsilon in like  &lt;#&gt;  min",low,Legitimate Message
on a Tuesday night r u 4 real,low,Legitimate Message
Yes when is the appt again?,low,Legitimate Message
Just got outta class gonna go gym.,low,Legitimate Message
I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts,low,Legitimate Message
Ü all write or wat..,low,Legitimate Message
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,low,Legitimate Message
Its a valentine game. . . send dis msg to all ur friends. . If 5 answers r d same then someone really loves u. . Ques- which colour suits me the best?,low,Legitimate Message
Hi:)did you asked to waheeda fathima about leave?,low,Legitimate Message
Enjoy urself tmr...,low,Legitimate Message
You still around? I could use a half-8th,low,Legitimate Message
You give us back my id proof and  &lt;#&gt;  rs. We wont allow you to work. We will come to your home within days,low,Legitimate Message
Ü bot notes oredi... Cos i juz rem i got...,low,Legitimate Message
Yes. Rent is very expensive so its the way we save.,low,Legitimate Message
Hows the pain dear?y r u smiling?,low,Legitimate Message
"Fun fact: although you would think armand would eventually build up a tolerance or some shit considering how much he smokes, he gets fucked up in like 2 hits",low,Legitimate Message
important information 4 orange user 0789xxxxxxx. today is your lucky day!2find out why log onto http://www.urawinner.com THERE'S A FANTASTIC SURPRISE AWAITING YOU!,high,Spam / Promotional
Great. So should i send you my account number.,low,Legitimate Message
"HELLOGORGEOUS, HOWS U? MY FONE WAS ON CHARGE LST NITW WEN U TEXD ME. HOPEU AD A NICE WKEND AS IM SURE U DID LOOKIN 4WARD 2 C-IN U 2MRW LUV JAZ",low,Legitimate Message
"Our dating service has been asked 2 contact U by someone shy! CALL 09058091870 NOW all will be revealed. POBox84, M26 3UZ 150p",medium,Suspicious Message
Ü only send me the contents page...,low,Legitimate Message
"Night sweet, sleep well! I've just been to see The Exorcism of Emily Rose and may never sleep again! Hugs and snogs!",low,Legitimate Message
"Don't Think About ""What u Have Got"" Think About ""How to Use It That You Have Got"" gooD ni8",low,Legitimate Message
"I can't right this second, gotta hit people up first",low,Legitimate Message
"Evry Emotion dsn't hav Words.Evry Wish dsn't hav Prayrs.. If u Smile,D World is wit u.Othrwise even d Drop of Tear dsn't lik 2 Stay wit u.So b happy.. Good morning, keep smiling:-)",low,Legitimate Message
So what about you. What do you remember,low,Legitimate Message
Ujhhhhhhh computer shipped out with address to sandiago and parantella lane. Wtf. Poop.,low,Legitimate Message
Mm yes dear look how i am hugging you both. :-P,low,Legitimate Message
I like dis sweater fr mango but no more my size already so irritating.,low,Legitimate Message
1 I don't have her number and 2 its gonna be a massive pain in the ass and i'd rather not get involved if that's possible,low,Legitimate Message
Anytime lor...,low,Legitimate Message
Do you want a new Video handset? 750 any time any network mins? UNLIMITED TEXT? Camcorder? Reply or Call now 08000930705 for del Sat AM,high,Urgent Action Scam
"Ur balance is now £600. Next question: Complete the landmark, Big, A. Bob, B. Barry or C. Ben ?. Text A, B or C to 83738. Good luck!",medium,Suspicious Message
Me fine..absolutly fine,low,Legitimate Message
K and you're sure I don't have to have consent forms to do it :V,low,Legitimate Message
